  Wl(nm)  HCRF  Rso  Rdo  Rsd  Rdd  ABSs  ABSd
      2241       0.09572577       0.09349046       0.11132248       0.13385409       0.14060302       0.79530654       0.72738253
      2242       0.09529601       0.09306125       0.11088886       0.13326145       0.14004032       0.79599330       0.72799764
      2243       0.09480364       0.09256913       0.11039471       0.13258333       0.13939853       0.79678306       0.72870865
      2244       0.09432569       0.09209164       0.10991359       0.13192086       0.13877048       0.79755556       0.72940399
      2245       0.09385217       0.09161858       0.10943681       0.13126411       0.13814773       0.79832091       0.73009269
      2246       0.09334598       0.09111118       0.10893908       0.13054523       0.13747658       0.79920299       0.73091659
      2247       0.09288547       0.09064957       0.10848632       0.12989113       0.13686591       0.80000517       0.73166588
      2248       0.09241938       0.09018219       0.10802915       0.12923288       0.13625208       0.80081021       0.73241746
      2249       0.09193508       0.08969728       0.10754911       0.12854853       0.13560973       0.80163564       0.73317997
      2250       0.09147530       0.08923641       0.10709698       0.12789371       0.13499817       0.80243787       0.73392966
      2251       0.09101999       0.08878002       0.10664920       0.12724474       0.13439202       0.80323265       0.73467248
      2252       0.09057574       0.08833525       0.10620855       0.12661611       0.13380158       0.80398895       0.73537063
      2253       0.08997113       0.08772980       0.10560979       0.12575606       0.13299461       0.80502873       0.73633426
      2254       0.08952389       0.08728206       0.10516612       0.12512190       0.13239885       0.80579135       0.73703849
      2255       0.08899387       0.08675136       0.10464077       0.12436783       0.13169082       0.80670071       0.73788017
      2256       0.08852638       0.08628386       0.10417337       0.12370799       0.13106770       0.80748102       0.73859252
      2257       0.08807473       0.08583223       0.10372153       0.12307056       0.13046547       0.80823385       0.73927907
      2258       0.08765554       0.08541298       0.10330283       0.12248368       0.12991130       0.80892262       0.73990538
      2259       0.08718854       0.08494598       0.10283580       0.12182288       0.12928708       0.80970374       0.74061860
      2260       0.08673871       0.08449619       0.10238571       0.12118621       0.12868540       0.81045507       0.74130409
      2261       0.08624571       0.08400103       0.10190778       0.12046689       0.12801902       0.81135973       0.74216838
      2262       0.08586843       0.08362129       0.10154768       0.11990985       0.12750770       0.81207857       0.74286755
      2263       0.08544247       0.08319331       0.10113577       0.11928673       0.12693122       0.81286490       0.74362121
      2264       0.08497683       0.08272558       0.10068471       0.11860520       0.12629997       0.81372206       0.74444160
      2265       0.08456031       0.08230708       0.10028203       0.11799467       0.12573511       0.81449226       0.74518048
      2266       0.08417048       0.08191532       0.09990566       0.11742244       0.12520606       0.81521534       0.74587535
      2267       0.08377315       0.08151605       0.09952183       0.11683887       0.12466631       0.81595199       0.74658304
      2268       0.08336080       0.08110160       0.09912422       0.11623723       0.12411032       0.81670857       0.74730913
      2269       0.08296027       0.08069914       0.09873712       0.11564810       0.12356518       0.81745145       0.74802288
      2270       0.08257452       0.08031149       0.09836456       0.11508005       0.12303974       0.81816831       0.74871236
      2271       0.08225650       0.07999171       0.09805888       0.11461047       0.12260654       0.81876484       0.74928910
      2272       0.08193126       0.07966469       0.09774605       0.11412988       0.12216300       0.81937448       0.74987833
      2273       0.08160027       0.07933177       0.09742856       0.11364495       0.12171607       0.81998752       0.75047031
      2274       0.08114669       0.07887619       0.09698889       0.11297568       0.12109547       0.82082636       0.75127499
      2275       0.08085120       0.07857899       0.09670533       0.11253756       0.12069157       0.82138361       0.75181535
      2276       0.08048621       0.07821217       0.09635305       0.11199739       0.12019187       0.82206491       0.75247219
      2277       0.08020067       0.07792444       0.09608290       0.11156857       0.11979972       0.82262327       0.75302255
      2278       0.07989289       0.07761494       0.09578711       0.11111147       0.11937787       0.82320294       0.75358430
      2279       0.07958712       0.07730746       0.09549326       0.11065712       0.11895853       0.82377914       0.75414280
      2280       0.07933333       0.07705205       0.09525076       0.11027883       0.11861054       0.82426268       0.75461435
      2281       0.07900463       0.07672422       0.09491597       0.10981428       0.11816586       0.82478751       0.75508027
      2282       0.07863501       0.07635489       0.09454433       0.10928440       0.11766295       0.82540441       0.75564158
      2283       0.07833154       0.07605234       0.09423449       0.10885614       0.11725229       0.82588499       0.75606608
      2284       0.07794887       0.07566994       0.09384991       0.10830616       0.11673042       0.82652615       0.75665028
